e3e229bc9def958ab1bee16c13da7f71	FJ497632.1.1403	99.6	253	1	0	1	253	1	1403	-1	0
e3e229bc9def958ab1bee16c13da7f71	FJ535305.1.1335	99.6	253	1	0	1	253	1	1335	-1	0
e3e229bc9def958ab1bee16c13da7f71	JN874148.1.1475	99.6	253	1	0	1	253	1	1475	-1	0
e3e229bc9def958ab1bee16c13da7f71	FJ205272.1.1461	99.2	253	2	0	1	253	1	1461	-1	0
e3e229bc9def958ab1bee16c13da7f71	GQ848420.1.1475	99.2	253	2	0	1	253	1	1475	-1	0
e3e229bc9def958ab1bee16c13da7f71	JQ712381.1.1383	98.8	253	3	0	1	253	1	1383	-1	0
e3e229bc9def958ab1bee16c13da7f71	FJ535284.1.1339	98.4	255	2	2	1	253	1	1339	-1	0
e3e229bc9def958ab1bee16c13da7f71	FJ535291.1.1337	98.0	253	5	0	1	253	1	1337	-1	0
e3e229bc9def958ab1bee16c13da7f71	KF786926.1.1385	98.0	253	5	0	1	253	1	1385	-1	0
e3e229bc9def958ab1bee16c13da7f71	AB189337.1.1494	97.6	253	6	0	1	253	1	1494	-1	0
3c545757770b1a1e2e83ee4bbdc08097	AY922183.1.1372	100.0	253	0	0	1	253	1	1372	-1	0
3c545757770b1a1e2e83ee4bbdc08097	DQ071101.1.1438	99.6	253	1	0	1	253	1	1438	-1	0
3c545757770b1a1e2e83ee4bbdc08097	EF687416.1.1342	99.6	253	1	0	1	253	1	1342	-1	0
3c545757770b1a1e2e83ee4bbdc08097	FJ497301.1.1439	99.6	253	1	0	1	253	1	1439	-1	0
3c545757770b1a1e2e83ee4bbdc08097	FN397808.1.1378	99.6	253	1	0	1	253	1	1378	-1	0
3c545757770b1a1e2e83ee4bbdc08097	KC545729.1.1478	99.6	253	1	0	1	253	1	1478	-1	0
3c545757770b1a1e2e83ee4bbdc08097	KF624540.1.1329	99.6	253	1	0	1	253	1	1329	-1	0
3c545757770b1a1e2e83ee4bbdc08097	KF624541.1.1369	99.6	253	1	0	1	253	1	1369	-1	0
3c545757770b1a1e2e83ee4bbdc08097	KF624542.1.1373	99.6	253	1	0	1	253	1	1373	-1	0
3c545757770b1a1e2e83ee4bbdc08097	KP994458.1.1350	99.6	253	1	0	1	253	1	1350	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	JQ712413.1.1383	100.0	253	0	0	1	253	1	1383	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	KP091242.1.1476	100.0	253	0	0	1	253	1	1476	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	KY235983.1.1470	100.0	253	0	0	1	253	1	1470	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	JQ712381.1.1383	99.6	253	1	0	1	253	1	1383	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	AB697031.1.1407	98.4	253	4	0	1	253	1	1407	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	KF786807.1.1371	98.4	253	4	0	1	253	1	1371	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	AB235231.1.1371	98.0	253	5	0	1	253	1	1371	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	AY211658.1.1290	98.0	253	5	0	1	253	1	1290	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	AY211671.1.1319	98.0	253	5	0	1	253	1	1319	-1	0
0cf1eba2b105f397f8a6ac971db1ea0b	EF687341.1.1355	98.0	253	5	0	1	253	1	1355	-1	0
95a211c37be5ff5b35374e69cc374ff8	AB697031.1.1407	100.0	253	0	0	1	253	1	1407	-1	0
95a211c37be5ff5b35374e69cc374ff8	EU265970.1.1470	100.0	253	0	0	1	253	1	1470	-1	0
95a211c37be5ff5b35374e69cc374ff8	EU570844.1.1473	100.0	253	0	0	1	253	1	1473	-1	0
95a211c37be5ff5b35374e69cc374ff8	FJ628203.1.1472	100.0	253	0	0	1	253	1	1472	-1	0
95a211c37be5ff5b35374e69cc374ff8	FJ628244.1.1466	100.0	253	0	0	1	253	1	1466	-1	0
95a211c37be5ff5b35374e69cc374ff8	FJ628249.1.1474	100.0	253	0	0	1	253	1	1474	-1	0
95a211c37be5ff5b35374e69cc374ff8	JQ287116.1.1474	100.0	253	0	0	1	253	1	1474	-1	0
95a211c37be5ff5b35374e69cc374ff8	KF786807.1.1371	100.0	253	0	0	1	253	1	1371	-1	0
95a211c37be5ff5b35374e69cc374ff8	KP091203.1.1476	100.0	253	0	0	1	253	1	1476	-1	0
95a211c37be5ff5b35374e69cc374ff8	KT257835.1.1477	100.0	253	0	0	1	253	1	1477	-1	0
8c3ca56440c7cbba0df335dc938ad36a	GU272285.1.1493	98.0	253	5	0	1	253	1	1493	-1	0
8c3ca56440c7cbba0df335dc938ad36a	HM278177.1.1358	97.6	253	6	0	1	253	1	1358	-1	0
8c3ca56440c7cbba0df335dc938ad36a	AB696109.1.1451	97.2	253	7	0	1	253	1	1451	-1	0
8c3ca56440c7cbba0df335dc938ad36a	AB696118.1.1451	97.2	253	7	0	1	253	1	1451	-1	0
8c3ca56440c7cbba0df335dc938ad36a	HM270351.1.1358	97.2	253	7	0	1	253	1	1358	-1	0
8c3ca56440c7cbba0df335dc938ad36a	HM366471.1.1489	97.2	253	7	0	1	253	1	1489	-1	0
8c3ca56440c7cbba0df335dc938ad36a	JF123684.1.1358	97.2	253	7	0	1	253	1	1358	-1	0
8c3ca56440c7cbba0df335dc938ad36a	AB682366.1.1454	96.8	253	8	0	1	253	1	1454	-1	0
8c3ca56440c7cbba0df335dc938ad36a	FJ592621.1.1393	96.8	253	8	0	1	253	1	1393	-1	0
8c3ca56440c7cbba0df335dc938ad36a	GQ421847.1.1422	96.8	253	8	0	1	253	1	1422	-1	0
753004d0af87d77d777a567db01cfeed	FJ497632.1.1403	98.8	253	3	0	1	253	1	1403	-1	0
